,airline_sentiment,sentiment_confidence,text,char_length,word_count
356,neutral,1.0, partners with  checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,133,18
357,positive,1.0, just promoting the product is all had a problem with southwest and recommend noneother than the best! ,140,19
358,positive,1.0, love you guys but pls get some direct routes las to aus!,72,13
359,neutral,1.0, i would like help with some flights please,58,9
360,neutral,0.6624,bruh   turn down for what #vxsafetydance,68,8
361,positive,1.0, of course! i work for  and im obsessed with the entire virgin family!!,101,15
362,positive,0.6548, ok! first time flying with you tonight ,56,9
363,neutral,0.6696, digging the swanky pink mood lighting during the flight from nyc to sfo  just needs a cabaret singer  think about it!,134,22
364,neutral,1.0, done but i need the receipt asap could you please help? #,87,13
365,negative,0.6756, i have d and d embossed badges and patches superior to the ones you are currently using ,130,19
366,negative,1.0, on vx from jfk to la  dirty plane  not up to your standards,80,16
367,negative,1.0, on flight vx headed to la from jfk  dirtiest va plane i have ever been on sad for a great airline,118,23
368,positive,0.6888, got it squared away someone picked up as soon as i tweeted should have tweeted sooner ,105,18
369,negative,1.0, your avis rental continue button doesnt work on your website to book car tried  times on phone  this sucks!,126,21
370,negative,1.0, delayed to!!,32,3
371,negative,1.0, currently in minute  of being on hold with cust service do i need to do anything to add a lap child to my reservation?,137,26
372,neutral,0.6837, adds pillows instead of lieflat seats in first class arms race  by ,113,15
373,positive,0.6667,  of course have fun celebrating! thanks! happy chinese new year!,93,12
374,positive,0.6395,  flight booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,155,29
375,negative,1.0, comenity bank is a joke!  please change  nothing but constant problems with this bank,101,15
376,neutral,0.6774, i just did how can i dm? do u have to also add me?,66,15
377,positive,0.6618, for my grandma ellas th she would  a bday greeting from your flight crew! she was a stewardess for eastern airlines,140,23
378,positive,1.0, just bought tix for atx  dallas route  thanks for adding that! love yr airline  yr website is best transactional site ever,144,25
379,neutral,1.0, anytime sugafly,32,3
380,positive,1.0, gave a credit for my late flight flight yesterday great service !!!! thats a wow moment! unexpected gesture!,125,19
381,neutral,1.0, i need a receipt for a flight change can you send one?,70,13
382,negative,1.0, i submitted a status match request a while back and still havent heard! im flying on monday can you look  accelerate?,137,23
383,positive,1.0, had me at their safety video      loved my first cross country flight #livewelltraveled #sytycd,136,19
384,positive,0.6871, that doesnt look to fat to me! it looks yummy!,62,11
385,neutral,1.0, ceo says #southwest  #jetblue have strayed from low cost model,107,13
386,neutral,0.6811, a brilliant brisk am in boston in cue for vx ,85,12
387,neutral,1.0, atlantic ploughs a lone furrow in the #middleeast  ,103,11
388,neutral,1.0, atlantic ploughs a lone furrow in the #middleeast  ,103,11
389,neutral,0.7026, atlantic ploughs a lone furrow in the #middleeast  ,103,11
390,positive,0.6724, omg omg nonstop dallas to austin on virgin,63,9
391,positive,1.0, your planes are really pretty just thought u should know that ,81,13
392,neutral,1.0, when are you flying to hawaii,44,7
393,negative,0.6801, im pulling my hair out trying to book a flight with u your site doesnt work on iphone or ipaddont have a computer #help,139,25
394,positive,1.0, thank you,24,3
395,negative,0.6307, can i get some help with a support ticket? its been  days incident  thank you!,114,18
396,positive,1.0, good to be home #texas #moodlighting ,74,8
397,negative,1.0, i cannot even open my laptop in seat c and i paid a premium for this?!!   let me out of here!,109,22
398,negative,1.0, i am in seat c and i cannot even open my laptop and i paid extra for this seat!!,97,20
399,neutral,1.0, if only you guys were starting those flights at the end of the month! guess im still road tripping on feb ,126,23
400,positive,1.0, thanks for that been needing a way to make those austin trips from dca and now youve come through!,116,20
401,neutral,1.0, announced new route to austin wfares from way ,91,10
402,neutral,0.3483, really? sprint? i thought you guys were kewl! ,66,10
403,positive,1.0, this is too cool!  never been on ur planes but now i will!!,74,14
404,neutral,0.639, you should have  dollar laxlas fares!!!,57,8
405,positive,1.0, great well deserved,36,4
406,negative,0.6727, fyi the infocom email address you say to contact in password reset emails doesnt exist emails bounce,133,18
407,negative,1.0, status match   weeks have gone by and no newsflt next week  hope flt will count towards requirement  cust svc no help!!!,140,25
408,negative,0.6702, your website sucks donkey dicks just thought you should know all best,87,13
409,neutral,0.6769, you should still develop an app  then you will be my favorite airline,86,15
410,negative,0.6876, all crap channels which is why i pay to watch uk tv,66,13
411,positive,1.0, got it all set  thanks!,40,7
412,neutral,1.0, no as channel this year?,40,6
413,neutral,1.0, only thing i see on passbook is virgin mobile mexico how do i integrate?,88,15
414,positive,1.0, giants and virgin america a match made in heaven,65,10
415,positive,1.0, thank goodness!! also see you friday nwksf boom!,71,9
416,negative,1.0, how come you dont have an iphone app? still using and making me waste paper,92,16
417,negative,1.0, your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname #apostrophefail,139,20
418,negative,0.6901, when will vx use all  lga slots instead of  today? adding aus makes this less likely ,104,20
419,neutral,0.6646, is helping me step up my  game! #tindertips #tinderchamp ,101,12
420,positive,1.0, i luv ur people and product!  thing is y do u charge for herbal tea but not black tea? im not a caffeine drinker,129,26
421,positive,1.0, thank you! see yall soon! im excited to see the expansion of destinations spread those wings!,111,17
422,neutral,0.663, announces new nonstop connecting     intro  ,143,12
423,neutral,0.6895, adds austindallas love field route  ,97,8
424,negative,0.6651, sad to learn you no longer fly sfo  phl hope it returns!,76,14
425,neutral,0.6559,  can you tweet me the cancelled flightchng fee for a flight? or can i rebook under one of your affiliates? if so who are afiliates?,149,27
426,positive,1.0, has the most incredible customer service ive ever experienced! so refreshing!,93,12
427,neutral,1.0, now when will we see virginamerica come to philadelphia phl,78,11
428,positive,0.6655,  am i dreaming? did you really just open up a route between dallas and austin?! and does this mean houston might be next?,137,25
429,positive,0.6522, omg finally,26,3
430,neutral,1.0, to start xweekly #a flights from to #dallas  #austin on apr #avgeek,104,14
431,neutral,0.6632, nice to see you expanding in texas but dont forget about us here in #sandiego i would love to see more flights out of here!,140,26
432,negative,1.0, kinda sucked my earphone jack didnt work on my flight they may want to look into that for future passengers,124,21
433,negative,1.0, very poor experience first computer problem now seat malfunction stuck missing meeting in san diego,118,16
434,neutral,1.0, to battle  on  route  via ,118,10
435,positive,1.0, #thankyou the dalaus route makes my day!!!!,59,8
436,positive,1.0, awesome deals dalaus for only  each way! ,83,10
437,neutral,1.0, i miss the #nerdbird in san jose,47,8
438,positive,1.0, love it taking  on in their backyard! consumers win when biz competes,99,14
439,positive,1.0,  is flying from love to austin now that is most excellent news,80,14
440,neutral,0.6477, can we make every vx plane with #nerdbird? why should austin be the only one getting nerd love?,110,19
441,neutral,0.6202, please add more frequency to pdx portland,56,8
442,positive,1.0, congrats vx on the new route! ,48,8
443,negative,1.0, i tried that you offered to charge me an additional k for a new ticket or be stranded until thurs st time last time,137,25
444,neutral,1.0,  can u help with flights to get a y old battling cancer who needs treatment in     ,132,23
445,negative,1.0, never had a bad experience before but this one took the cake now extortion for carry on items as well?,119,21
446,negative,1.0, had to spend  hours worrying that items in carryon would be brokenstolen since i couldnt carry them on plane or lock bag,139,24
